2014/11/11,67.97,69.00,69.00,67.50,83998
2014/11/10,69.25,68.75,69.75,66.50,377333
2014/11/09,67.84,63.75,68.75,63.50,458148
2014/11/06,63.95,62.00,64.50,61.00,363372
2014/11/05,61.84,64.25,64.25,60.50,460785
2014/11/04,64.61,67.00,67.00,64.25,136739
2014/11/03,67.50,66.25,67.75,66.00,200829
2014/11/02,66.44,66.75,67.75,66.25,112729
2014/10/30,66.11,66.75,66.75,65.25,159784
2014/10/29,66.88,67.75,68.50,66.00,278195
2014/10/28,67.84,67.00,69.00,67.00,357606
2014/10/27,70.33,71.00,71.50,70.25,69565
2014/10/26,71.20,70.25,71.50,70.25,168298
2014/10/23,70.55,70.25,70.75,69.50,110870
2014/10/22,70.98,70.75,71.75,70.25,179562
2014/10/21,70.39,71.00,71.00,70.00,396584
2014/10/20,71.13,70.00,72.00,69.00,148223
2014/10/19,69.54,72.25,73.25,69.25,441536
2014/10/16,71.35,70.00,72.75,64.75,325965
2014/10/15,71.24,71.75,72.00,71.00,245470
2014/10/14,72.90,72.50,73.00,71.50,126841
2014/10/13,73.06,73.25,75.00,72.00,445194
2014/10/12,73.19,75.00,75.25,72.50,364096
2014/10/02,76.31,76.50,77.00,76.00,78170
2014/10/01,76.75,76.00,76.75,76.00,121675
2014/09/30,76.00,75.00,77.00,75.00,122257
2014/09/29,75.00,74.00,75.00,74.00,26506
2014/09/28,74.00,75.75,75.75,74.00,41144
2014/09/25,75.28,73.50,76.50,73.50,172138
2014/09/24,73.64,73.50,74.50,73.00,73640
2014/09/22,74.72,75.00,75.25,73.25,192219
2014/09/21,75.62,76.50,76.50,75.50,277469
2014/09/18,76.53,77.50,77.50,76.50,59653
2014/09/17,77.34,76.50,77.50,76.50,74957
2014/09/16,76.80,76.75,77.25,76.50,38619
2014/09/15,77.09,77.00,77.75,76.25,281215
2014/09/14,76.64,76.00,77.75,75.75,364751
2014/09/11,76.02,76.25,77.25,75.50,223851
2014/09/10,76.97,77.00,77.00,76.00,71422
2014/09/09,77.04,77.50,78.00,77.00,263485
2014/09/08,77.45,77.00,77.50,76.00,406303
2014/09/07,77.11,75.00,77.75,74.75,510532
2014/09/04,74.99,74.75,75.00,74.25,328821
2014/09/03,74.74,73.75,75.00,73.75,611269
2014/09/02,73.96,74.25,74.25,73.75,197983
2014/09/01,74.20,74.25,74.25,73.75,562032
2014/08/31,74.21,74.50,74.50,73.75,254005
2014/08/28,74.26,75.00,75.00,74.25,278688
2014/08/27,74.84,74.50,75.25,74.25,296874
2014/08/26,74.54,74.25,74.75,74.25,147631
2014/08/25,74.24,74.50,74.50,74.00,315467
2014/08/24,74.40,74.75,75.00,74.00,268808
2014/08/21,74.55,74.75,75.00,74.50,59477
2014/08/20,74.58,74.50,75.00,74.25,159773
2014/08/19,74.50,74.50,74.75,74.25,62281
2014/08/18,74.40,74.50,75.00,74.25,101066
2014/08/17,74.50,74.75,75.25,74.50,149461
2014/08/14,74.75,75.00,75.25,74.75,230223
2014/08/13,75.02,75.50,76.00,74.75,418582
2014/08/12,75.34,75.00,76.25,74.25,367791
2014/08/11,74.99,74.75,75.00,74.00,206171
2014/08/10,74.88,74.50,75.00,73.75,438886
2014/08/07,74.35,74.75,75.25,74.00,291984
2014/08/06,74.55,73.00,75.00,72.75,535801
2014/08/05,73.23,73.25,75.00,72.75,849298
2014/08/04,73.05,71.75,73.75,71.50,859024
2014/08/03,71.87,70.75,73.25,70.50,475800
2014/07/24,70.40,71.25,71.50,70.00,338190
2014/07/23,71.07,71.50,71.50,71.00,410015
2014/07/22,71.35,72.00,72.75,70.50,616065
2014/07/21,71.39,70.25,71.50,70.25,252164
2014/07/20,70.15,69.50,70.75,68.50,293336
2014/07/17,69.54,71.25,72.25,69.00,697404
2014/07/16,71.85,72.50,73.00,71.50,352164
2014/07/15,73.37,72.75,74.00,72.50,285095
2014/07/14,73.00,73.00,73.50,72.50,143870
2014/07/13,73.19,73.25,74.00,72.50,181345
2014/07/10,73.37,73.25,73.75,72.25,144080
2014/07/09,73.04,74.50,74.50,73.00,259886
2014/07/08,74.50,73.25,74.50,73.00,212579
2014/07/07,73.32,72.00,74.50,72.00,260434
2014/07/06,72.44,71.75,73.00,71.50,143511
2014/07/03,71.97,70.50,72.50,70.50,287295
