2014/11/13,32.97,33.00,33.40,32.80,28822
2014/11/12,33.14,33.40,33.50,33.00,27964
2014/11/11,33.18,32.70,33.40,32.60,102759
2014/11/10,32.95,32.60,33.00,32.40,47759
2014/11/09,32.63,32.20,32.70,32.00,96662
2014/11/06,32.12,32.60,32.60,32.00,96676
2014/11/05,32.51,32.90,32.90,31.60,96545
2014/11/04,32.94,33.50,33.50,32.90,71478
2014/11/03,33.50,33.30,33.60,32.90,99006
2014/11/02,33.44,33.60,33.70,33.30,48444
2014/10/30,33.30,33.30,33.40,32.50,48699
2014/10/29,33.40,33.80,33.90,33.30,93818
2014/10/28,33.45,32.80,33.70,32.50,96942
2014/10/27,32.95,33.60,33.60,32.90,112169
2014/10/26,33.22,33.00,33.40,33.00,210523
2014/10/23,32.97,33.00,33.00,32.20,64509
2014/10/22,33.13,33.60,33.80,32.80,191607
2014/10/21,32.96,32.10,33.50,32.10,115867
2014/10/20,32.06,32.20,32.20,31.50,66841
2014/10/19,32.00,32.00,32.20,31.60,89554
2014/10/16,31.36,32.50,32.60,31.00,455132
2014/10/15,32.85,33.00,33.00,32.60,105795
2014/10/14,33.15,33.50,33.50,32.60,105569
2014/10/13,33.44,33.20,33.60,33.00,167377
2014/10/12,33.32,34.00,34.20,33.20,312675
2014/10/02,34.41,34.30,34.50,34.20,88692
2014/10/01,34.49,34.50,34.50,34.30,54818
2014/09/30,34.44,34.30,34.60,34.30,62130
2014/09/29,34.30,34.20,34.50,33.80,134328
2014/09/28,34.03,34.10,34.20,33.70,140174
2014/09/25,34.28,34.10,34.40,34.00,70542
2014/09/24,33.94,34.20,34.40,33.70,119225
2014/09/22,34.16,34.60,34.60,33.90,310310
2014/09/21,34.91,35.00,35.30,34.50,302632
2014/09/18,34.82,35.00,35.50,34.70,357000
2014/09/17,34.91,34.90,35.10,34.80,153714
2014/09/16,34.84,34.60,34.90,34.60,290751
2014/09/15,34.33,34.40,34.50,34.20,52657
2014/09/14,34.40,34.70,34.70,34.40,66235
2014/09/11,34.42,34.50,34.70,34.30,98565
2014/09/10,34.60,34.70,34.70,34.40,162601
2014/09/09,34.60,34.50,34.70,34.30,232579
2014/09/08,34.50,34.90,34.90,34.40,297413
2014/09/07,34.69,34.30,35.20,34.30,359467
2014/09/04,34.23,33.00,35.80,33.00,1826761
2014/09/03,32.96,33.00,33.20,32.50,289692
2014/09/02,32.79,32.50,33.30,32.30,518030
2014/09/01,32.56,32.60,32.80,32.40,258382
2014/08/31,32.60,32.50,32.80,32.40,210666
2014/08/28,32.53,32.80,32.90,32.10,396583
2014/08/27,32.64,32.20,33.10,32.10,797297
2014/08/26,32.18,31.80,32.20,31.80,171748
2014/08/25,31.87,32.10,32.20,31.70,179042
2014/08/24,32.17,32.10,32.30,32.00,83093
2014/08/21,32.02,32.10,32.10,31.90,97794
2014/08/20,32.01,32.00,32.20,31.90,194069
2014/08/19,32.01,32.00,32.20,31.80,290553
2014/08/18,32.00,31.80,32.00,31.80,217664
2014/08/17,31.80,31.70,31.90,31.60,132515
2014/08/14,31.69,31.90,31.90,31.60,129749
2014/08/13,31.87,31.90,32.00,31.80,154013
2014/08/12,31.95,31.80,32.00,31.60,188178
2014/08/11,31.97,32.00,32.10,31.80,63245
2014/08/10,32.10,32.10,32.20,31.90,137615
2014/08/07,32.10,31.90,32.40,31.80,261177
2014/08/06,31.87,31.70,32.00,31.70,137822
2014/08/05,31.83,30.80,32.20,30.80,1189446
2014/08/04,31.05,30.90,31.10,30.80,189765
2014/08/03,30.82,30.60,30.90,30.40,180242
2014/07/24,30.54,30.20,30.90,30.10,397868
2014/07/23,30.29,30.20,30.60,30.20,180714
2014/07/22,30.15,30.00,30.30,30.00,186802
2014/07/21,29.90,29.90,30.00,29.80,32168
2014/07/20,29.95,30.00,30.00,29.80,31466
2014/07/17,29.97,30.00,30.10,29.80,44516
2014/07/16,29.93,29.90,30.00,29.80,31411
2014/07/15,29.91,30.10,30.10,29.90,55425
2014/07/14,29.95,29.80,30.00,29.80,31136
2014/07/13,29.89,29.80,30.00,29.80,48624
2014/07/10,29.92,29.90,30.00,29.80,57754
2014/07/09,29.80,30.10,30.10,29.80,64954
2014/07/08,30.02,30.10,30.20,29.80,244670
2014/07/07,30.51,30.40,30.60,30.30,200271
2014/07/06,30.33,30.20,30.40,30.20,59731
2014/07/03,30.24,30.20,30.50,30.10,59618
2014/07/02,30.32,30.20,30.40,30.20,94787
2014/07/01,30.14,30.00,30.30,30.00,67346
2014/06/30,29.66,29.70,29.90,29.50,26191
2014/06/29,29.83,29.50,29.90,29.50,14462
2014/06/26,29.77,29.70,29.90,29.60,47267
2014/06/25,29.79,29.50,29.90,29.30,54379
2014/06/24,29.52,29.50,29.60,29.00,127991
2014/06/23,29.64,29.90,29.90,29.00,98682
2014/06/22,30.02,30.30,30.30,30.00,38600
2014/06/19,30.00,30.00,30.10,29.90,29674
2014/06/18,30.06,30.00,30.20,29.80,62610
2014/06/17,30.05,29.50,30.10,29.50,73261
2014/06/16,29.62,30.10,30.20,29.50,175199
2014/06/15,30.40,30.70,30.70,30.10,145103
2014/06/12,30.80,30.90,30.90,30.70,79416
2014/06/11,30.80,30.80,30.90,30.70,34761
2014/06/10,30.80,31.00,31.00,30.70,111500
2014/06/09,31.00,30.80,31.10,30.80,50988
2014/06/08,30.87,30.80,30.90,30.70,87371
2014/06/05,30.86,31.00,31.10,30.80,135793
