2014/11/11,187.13,188.50,188.50,187.00,15583
2014/11/10,188.25,188.25,189.00,188.25,37907
2014/11/09,187.52,186.00,188.75,186.00,78178
2014/11/06,185.75,188.00,188.00,185.50,128399
2014/11/05,187.11,186.00,187.50,185.00,71320
2014/11/04,189.14,191.50,191.50,188.75,58055
2014/11/03,192.03,190.75,193.00,190.75,31025
2014/11/02,192.10,190.25,192.50,190.25,54511
2014/10/30,189.16,193.00,193.00,189.00,68944
2014/10/29,194.05,194.50,194.75,193.25,47202
2014/10/28,194.65,194.25,194.75,193.00,66654
2014/10/27,194.00,194.00,194.25,192.00,52946
2014/10/26,193.41,191.00,193.75,190.00,56076
2014/10/23,189.75,189.75,190.75,188.50,45175
2014/10/22,190.00,190.25,191.00,189.00,95716
2014/10/21,189.95,191.75,192.00,187.00,146354
2014/10/20,191.13,194.75,194.75,191.00,79133
2014/10/19,188.81,187.00,190.00,186.00,129666
2014/10/16,180.41,182.00,182.50,175.00,140919
2014/10/15,183.21,190.50,190.50,182.00,116363
2014/10/14,190.62,195.50,195.50,189.00,95515
2014/10/13,195.33,199.75,199.75,194.75,256054
2014/10/12,197.50,200.50,200.50,195.50,81922
2014/10/02,202.75,202.50,203.00,201.00,39989
2014/10/01,202.64,200.50,203.75,200.25,76811
2014/09/30,201.47,202.00,202.25,201.00,87954
2014/09/29,202.00,201.25,202.25,200.75,66826
2014/09/28,201.25,201.00,201.50,200.75,47441
2014/09/25,201.23,202.00,202.25,201.00,113520
2014/09/24,202.08,204.25,204.25,200.75,87371
2014/09/22,205.00,204.50,205.25,204.00,107281
2014/09/21,205.75,205.00,206.50,205.00,34956
2014/09/18,205.00,206.25,206.50,204.50,36940
2014/09/17,205.09,206.75,206.75,205.00,72786
2014/09/16,206.00,204.50,206.50,204.25,82643
2014/09/15,204.25,204.00,204.75,204.00,68448
2014/09/14,204.03,205.00,205.75,204.00,55121
2014/09/11,205.19,204.50,205.25,204.50,35646
2014/09/10,204.64,205.50,206.25,204.00,84648
2014/09/09,205.51,205.50,205.75,204.00,67842
2014/09/08,205.00,204.00,205.50,204.00,84228
2014/09/07,204.01,205.00,205.00,203.50,109284
2014/09/04,205.03,205.00,205.25,203.25,96786
2014/09/03,205.08,205.50,206.25,205.00,77519
2014/09/02,205.27,206.00,206.50,205.25,40852
2014/09/01,206.00,206.00,206.50,205.75,30733
2014/08/31,206.27,205.50,206.50,205.50,33944
2014/08/28,205.50,207.00,207.00,204.75,58104
